Zone Name,Colony Name,Street No,Street Name,Node No,Node ID,X Coordinate (m),Y Coordinate (m),Connection Type,Connected To Zone,Connected To Colony,Connected To Street,Connected To Street No,Connected To Node No,Connected Node ID,Connected Node X (m),Connected Node Y (m),Edge Weight (m)
zone2,DHA-B7,3,DHA-B7 - Street 3,1,zone2_DHA-B7_S3_N1,1991,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 2,2,1,zone2_DHA-B7_S2_N1,1991,499,40
zone2,DHA-B7,3,DHA-B7 - Street 3,1,zone2_DHA-B7_S3_N1,1991,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,1,zone2_DHA-B7_S4_N1,1991,419,40
zone2,DHA-B7,3,DHA-B7 - Street 3,1,zone2_DHA-B7_S3_N1,1991,459,Street Edge,zone2,DHA-B6,DHA-B6 - Street 3,3,10,zone2_DHA-B6_S3_N10,1991,459,0
zone2,DHA-B7,3,DHA-B7 - Street 3,2,zone2_DHA-B7_S3_N2,2014,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,1,zone2_DHA-B7_S3_N1,1991,459,23
zone2,DHA-B7,3,DHA-B7 - Street 3,2,zone2_DHA-B7_S3_N2,2014,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,3,zone2_DHA-B7_S3_N3,2036,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,2,zone2_DHA-B7_S3_N2,2014,459,Street Edge,No Zone,None,None,0,4506,Free_N4506,2014,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,3,zone2_DHA-B7_S3_N3,2036,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,2,zone2_DHA-B7_S3_N2,2014,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,3,zone2_DHA-B7_S3_N3,2036,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,4,zone2_DHA-B7_S3_N4,2058,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,3,zone2_DHA-B7_S3_N3,2036,459,Street Edge,No Zone,None,None,0,4507,Free_N4507,2036,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,4,zone2_DHA-B7_S3_N4,2058,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,3,zone2_DHA-B7_S3_N3,2036,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,4,zone2_DHA-B7_S3_N4,2058,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,5,zone2_DHA-B7_S3_N5,2080,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,4,zone2_DHA-B7_S3_N4,2058,459,Street Edge,No Zone,None,None,0,4508,Free_N4508,2058,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,5,zone2_DHA-B7_S3_N5,2080,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,4,zone2_DHA-B7_S3_N4,2058,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,5,zone2_DHA-B7_S3_N5,2080,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,6,zone2_DHA-B7_S3_N6,2103,459,23
zone2,DHA-B7,3,DHA-B7 - Street 3,5,zone2_DHA-B7_S3_N5,2080,459,Street Edge,No Zone,None,None,0,4509,Free_N4509,2080,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,6,zone2_DHA-B7_S3_N6,2103,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,5,zone2_DHA-B7_S3_N5,2080,459,23
zone2,DHA-B7,3,DHA-B7 - Street 3,6,zone2_DHA-B7_S3_N6,2103,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,7,zone2_DHA-B7_S3_N7,2125,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,6,zone2_DHA-B7_S3_N6,2103,459,Street Edge,No Zone,None,None,0,4510,Free_N4510,2103,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,7,zone2_DHA-B7_S3_N7,2125,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,6,zone2_DHA-B7_S3_N6,2103,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,7,zone2_DHA-B7_S3_N7,2125,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,8,zone2_DHA-B7_S3_N8,2147,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,7,zone2_DHA-B7_S3_N7,2125,459,Street Edge,No Zone,None,None,0,4511,Free_N4511,2125,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,8,zone2_DHA-B7_S3_N8,2147,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,7,zone2_DHA-B7_S3_N7,2125,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,8,zone2_DHA-B7_S3_N8,2147,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,9,zone2_DHA-B7_S3_N9,2169,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,8,zone2_DHA-B7_S3_N8,2147,459,Street Edge,No Zone,None,None,0,4512,Free_N4512,2147,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,9,zone2_DHA-B7_S3_N9,2169,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,8,zone2_DHA-B7_S3_N8,2147,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,9,zone2_DHA-B7_S3_N9,2169,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,10,zone2_DHA-B7_S3_N10,2191,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,9,zone2_DHA-B7_S3_N9,2169,459,Street Edge,No Zone,None,None,0,4513,Free_N4513,2169,479,20
zone2,DHA-B7,3,DHA-B7 - Street 3,10,zone2_DHA-B7_S3_N10,2191,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,9,zone2_DHA-B7_S3_N9,2169,459,22
zone2,DHA-B7,3,DHA-B7 - Street 3,10,zone2_DHA-B7_S3_N10,2191,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 2,2,10,zone2_DHA-B7_S2_N10,2191,499,40
zone2,DHA-B7,3,DHA-B7 - Street 3,10,zone2_DHA-B7_S3_N10,2191,459,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,10,zone2_DHA-B7_S4_N10,2191,419,40
zone2,DHA-B7,4,DHA-B7 - Street 4,1,zone2_DHA-B7_S4_N1,1991,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,2,zone2_DHA-B7_S4_N2,2014,419,23
zone2,DHA-B7,4,DHA-B7 - Street 4,1,zone2_DHA-B7_S4_N1,1991,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,1,zone2_DHA-B7_S3_N1,1991,459,40
zone2,DHA-B7,4,DHA-B7 - Street 4,1,zone2_DHA-B7_S4_N1,1991,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,1,zone2_DHA-B7_S5_N1,1991,379,40
zone2,DHA-B7,4,DHA-B7 - Street 4,1,zone2_DHA-B7_S4_N1,1991,419,Street Edge,zone2,DHA-B6,DHA-B6 - Street 4,4,10,zone2_DHA-B6_S4_N10,1991,419,0
zone2,DHA-B7,4,DHA-B7 - Street 4,2,zone2_DHA-B7_S4_N2,2014,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,1,zone2_DHA-B7_S4_N1,1991,419,23
zone2,DHA-B7,4,DHA-B7 - Street 4,2,zone2_DHA-B7_S4_N2,2014,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,3,zone2_DHA-B7_S4_N3,2036,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,2,zone2_DHA-B7_S4_N2,2014,419,Street Edge,No Zone,None,None,0,4514,Free_N4514,2014,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,3,zone2_DHA-B7_S4_N3,2036,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,2,zone2_DHA-B7_S4_N2,2014,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,3,zone2_DHA-B7_S4_N3,2036,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,4,zone2_DHA-B7_S4_N4,2058,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,3,zone2_DHA-B7_S4_N3,2036,419,Street Edge,No Zone,None,None,0,4515,Free_N4515,2036,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,4,zone2_DHA-B7_S4_N4,2058,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,3,zone2_DHA-B7_S4_N3,2036,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,4,zone2_DHA-B7_S4_N4,2058,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,5,zone2_DHA-B7_S4_N5,2080,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,4,zone2_DHA-B7_S4_N4,2058,419,Street Edge,No Zone,None,None,0,4516,Free_N4516,2058,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,5,zone2_DHA-B7_S4_N5,2080,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,4,zone2_DHA-B7_S4_N4,2058,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,5,zone2_DHA-B7_S4_N5,2080,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,6,zone2_DHA-B7_S4_N6,2103,419,23
zone2,DHA-B7,4,DHA-B7 - Street 4,5,zone2_DHA-B7_S4_N5,2080,419,Street Edge,No Zone,None,None,0,4517,Free_N4517,2080,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,6,zone2_DHA-B7_S4_N6,2103,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,5,zone2_DHA-B7_S4_N5,2080,419,23
zone2,DHA-B7,4,DHA-B7 - Street 4,6,zone2_DHA-B7_S4_N6,2103,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,7,zone2_DHA-B7_S4_N7,2125,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,6,zone2_DHA-B7_S4_N6,2103,419,Street Edge,No Zone,None,None,0,4518,Free_N4518,2103,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,7,zone2_DHA-B7_S4_N7,2125,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,6,zone2_DHA-B7_S4_N6,2103,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,7,zone2_DHA-B7_S4_N7,2125,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,8,zone2_DHA-B7_S4_N8,2147,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,7,zone2_DHA-B7_S4_N7,2125,419,Street Edge,No Zone,None,None,0,4519,Free_N4519,2125,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,8,zone2_DHA-B7_S4_N8,2147,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,7,zone2_DHA-B7_S4_N7,2125,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,8,zone2_DHA-B7_S4_N8,2147,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,9,zone2_DHA-B7_S4_N9,2169,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,8,zone2_DHA-B7_S4_N8,2147,419,Street Edge,No Zone,None,None,0,4520,Free_N4520,2147,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,9,zone2_DHA-B7_S4_N9,2169,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,8,zone2_DHA-B7_S4_N8,2147,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,9,zone2_DHA-B7_S4_N9,2169,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,10,zone2_DHA-B7_S4_N10,2191,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,9,zone2_DHA-B7_S4_N9,2169,419,Street Edge,No Zone,None,None,0,4521,Free_N4521,2169,439,20
zone2,DHA-B7,4,DHA-B7 - Street 4,10,zone2_DHA-B7_S4_N10,2191,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,9,zone2_DHA-B7_S4_N9,2169,419,22
zone2,DHA-B7,4,DHA-B7 - Street 4,10,zone2_DHA-B7_S4_N10,2191,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 3,3,10,zone2_DHA-B7_S3_N10,2191,459,40
zone2,DHA-B7,4,DHA-B7 - Street 4,10,zone2_DHA-B7_S4_N10,2191,419,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,10,zone2_DHA-B7_S5_N10,2191,379,40
zone2,DHA-B7,5,DHA-B7 - Street 5,1,zone2_DHA-B7_S5_N1,1991,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,2,zone2_DHA-B7_S5_N2,2014,379,23
zone2,DHA-B7,5,DHA-B7 - Street 5,1,zone2_DHA-B7_S5_N1,1991,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,1,zone2_DHA-B7_S4_N1,1991,419,40
zone2,DHA-B7,5,DHA-B7 - Street 5,1,zone2_DHA-B7_S5_N1,1991,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,1,zone2_DHA-B7_S6_N1,1991,339,40
zone2,DHA-B7,5,DHA-B7 - Street 5,1,zone2_DHA-B7_S5_N1,1991,379,Street Edge,zone2,DHA-B6,DHA-B6 - Street 5,5,10,zone2_DHA-B6_S5_N10,1991,379,0
zone2,DHA-B7,5,DHA-B7 - Street 5,2,zone2_DHA-B7_S5_N2,2014,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,1,zone2_DHA-B7_S5_N1,1991,379,23
zone2,DHA-B7,5,DHA-B7 - Street 5,2,zone2_DHA-B7_S5_N2,2014,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,3,zone2_DHA-B7_S5_N3,2036,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,2,zone2_DHA-B7_S5_N2,2014,379,Street Edge,No Zone,None,None,0,4522,Free_N4522,2014,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,3,zone2_DHA-B7_S5_N3,2036,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,2,zone2_DHA-B7_S5_N2,2014,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,3,zone2_DHA-B7_S5_N3,2036,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,4,zone2_DHA-B7_S5_N4,2058,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,3,zone2_DHA-B7_S5_N3,2036,379,Street Edge,No Zone,None,None,0,4523,Free_N4523,2036,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,4,zone2_DHA-B7_S5_N4,2058,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,3,zone2_DHA-B7_S5_N3,2036,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,4,zone2_DHA-B7_S5_N4,2058,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,5,zone2_DHA-B7_S5_N5,2080,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,4,zone2_DHA-B7_S5_N4,2058,379,Street Edge,No Zone,None,None,0,4524,Free_N4524,2058,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,5,zone2_DHA-B7_S5_N5,2080,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,4,zone2_DHA-B7_S5_N4,2058,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,5,zone2_DHA-B7_S5_N5,2080,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,6,zone2_DHA-B7_S5_N6,2103,379,23
zone2,DHA-B7,5,DHA-B7 - Street 5,5,zone2_DHA-B7_S5_N5,2080,379,Street Edge,No Zone,None,None,0,4525,Free_N4525,2080,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,6,zone2_DHA-B7_S5_N6,2103,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,5,zone2_DHA-B7_S5_N5,2080,379,23
zone2,DHA-B7,5,DHA-B7 - Street 5,6,zone2_DHA-B7_S5_N6,2103,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,7,zone2_DHA-B7_S5_N7,2125,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,6,zone2_DHA-B7_S5_N6,2103,379,Street Edge,No Zone,None,None,0,4526,Free_N4526,2103,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,7,zone2_DHA-B7_S5_N7,2125,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,6,zone2_DHA-B7_S5_N6,2103,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,7,zone2_DHA-B7_S5_N7,2125,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,8,zone2_DHA-B7_S5_N8,2147,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,7,zone2_DHA-B7_S5_N7,2125,379,Street Edge,No Zone,None,None,0,4527,Free_N4527,2125,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,8,zone2_DHA-B7_S5_N8,2147,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,7,zone2_DHA-B7_S5_N7,2125,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,8,zone2_DHA-B7_S5_N8,2147,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,9,zone2_DHA-B7_S5_N9,2169,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,8,zone2_DHA-B7_S5_N8,2147,379,Street Edge,No Zone,None,None,0,4528,Free_N4528,2147,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,9,zone2_DHA-B7_S5_N9,2169,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,8,zone2_DHA-B7_S5_N8,2147,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,9,zone2_DHA-B7_S5_N9,2169,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,10,zone2_DHA-B7_S5_N10,2191,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,9,zone2_DHA-B7_S5_N9,2169,379,Street Edge,No Zone,None,None,0,4529,Free_N4529,2169,399,20
zone2,DHA-B7,5,DHA-B7 - Street 5,10,zone2_DHA-B7_S5_N10,2191,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,9,zone2_DHA-B7_S5_N9,2169,379,22
zone2,DHA-B7,5,DHA-B7 - Street 5,10,zone2_DHA-B7_S5_N10,2191,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 4,4,10,zone2_DHA-B7_S4_N10,2191,419,40
zone2,DHA-B7,5,DHA-B7 - Street 5,10,zone2_DHA-B7_S5_N10,2191,379,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,10,zone2_DHA-B7_S6_N10,2191,339,40
zone2,DHA-B7,6,DHA-B7 - Street 6,1,zone2_DHA-B7_S6_N1,1991,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,2,zone2_DHA-B7_S6_N2,2014,339,23
zone2,DHA-B7,6,DHA-B7 - Street 6,1,zone2_DHA-B7_S6_N1,1991,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,1,zone2_DHA-B7_S5_N1,1991,379,40
zone2,DHA-B7,6,DHA-B7 - Street 6,1,zone2_DHA-B7_S6_N1,1991,339,Street Edge,zone2,DHA-B6,DHA-B6 - Street 6,6,10,zone2_DHA-B6_S6_N10,1991,339,0
zone2,DHA-B7,6,DHA-B7 - Street 6,2,zone2_DHA-B7_S6_N2,2014,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,1,zone2_DHA-B7_S6_N1,1991,339,23
zone2,DHA-B7,6,DHA-B7 - Street 6,2,zone2_DHA-B7_S6_N2,2014,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,3,zone2_DHA-B7_S6_N3,2036,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,2,zone2_DHA-B7_S6_N2,2014,339,Street Edge,No Zone,None,None,0,4530,Free_N4530,2014,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,3,zone2_DHA-B7_S6_N3,2036,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,2,zone2_DHA-B7_S6_N2,2014,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,3,zone2_DHA-B7_S6_N3,2036,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,4,zone2_DHA-B7_S6_N4,2058,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,3,zone2_DHA-B7_S6_N3,2036,339,Street Edge,No Zone,None,None,0,4531,Free_N4531,2036,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,4,zone2_DHA-B7_S6_N4,2058,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,3,zone2_DHA-B7_S6_N3,2036,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,4,zone2_DHA-B7_S6_N4,2058,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,5,zone2_DHA-B7_S6_N5,2080,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,4,zone2_DHA-B7_S6_N4,2058,339,Street Edge,No Zone,None,None,0,4532,Free_N4532,2058,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,5,zone2_DHA-B7_S6_N5,2080,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,4,zone2_DHA-B7_S6_N4,2058,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,5,zone2_DHA-B7_S6_N5,2080,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,6,zone2_DHA-B7_S6_N6,2103,339,23
zone2,DHA-B7,6,DHA-B7 - Street 6,5,zone2_DHA-B7_S6_N5,2080,339,Street Edge,No Zone,None,None,0,4533,Free_N4533,2080,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,6,zone2_DHA-B7_S6_N6,2103,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,5,zone2_DHA-B7_S6_N5,2080,339,23
zone2,DHA-B7,6,DHA-B7 - Street 6,6,zone2_DHA-B7_S6_N6,2103,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,7,zone2_DHA-B7_S6_N7,2125,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,6,zone2_DHA-B7_S6_N6,2103,339,Street Edge,No Zone,None,None,0,4534,Free_N4534,2103,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,7,zone2_DHA-B7_S6_N7,2125,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,6,zone2_DHA-B7_S6_N6,2103,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,7,zone2_DHA-B7_S6_N7,2125,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,8,zone2_DHA-B7_S6_N8,2147,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,7,zone2_DHA-B7_S6_N7,2125,339,Street Edge,No Zone,None,None,0,4535,Free_N4535,2125,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,8,zone2_DHA-B7_S6_N8,2147,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,7,zone2_DHA-B7_S6_N7,2125,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,8,zone2_DHA-B7_S6_N8,2147,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,9,zone2_DHA-B7_S6_N9,2169,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,8,zone2_DHA-B7_S6_N8,2147,339,Street Edge,No Zone,None,None,0,4536,Free_N4536,2147,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,9,zone2_DHA-B7_S6_N9,2169,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,8,zone2_DHA-B7_S6_N8,2147,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,9,zone2_DHA-B7_S6_N9,2169,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,10,zone2_DHA-B7_S6_N10,2191,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,9,zone2_DHA-B7_S6_N9,2169,339,Street Edge,No Zone,None,None,0,4537,Free_N4537,2169,359,20
zone2,DHA-B7,6,DHA-B7 - Street 6,10,zone2_DHA-B7_S6_N10,2191,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 6,6,9,zone2_DHA-B7_S6_N9,2169,339,22
zone2,DHA-B7,6,DHA-B7 - Street 6,10,zone2_DHA-B7_S6_N10,2191,339,Street Edge,zone2,DHA-B7,DHA-B7 - Street 5,5,10,zone2_DHA-B7_S5_N10,2191,379,40
zone3,johar_town-T1,1,johar_town-T1 - Street 1,1,zone3_johar_town-T1_S1_N1,-2599,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,2,zone3_johar_town-T1_S1_N2,-2576,-430,23
zone3,johar_town-T1,1,johar_town-T1 - Street 1,1,zone3_johar_town-T1_S1_N1,-2599,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 2,2,1,zone3_johar_town-T1_S2_N1,-2599,-470,40
zone3,johar_town-T1,1,johar_town-T1 - Street 1,2,zone3_johar_town-T1_S1_N2,-2576,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,1,zone3_johar_town-T1_S1_N1,-2599,-430,23
zone3,johar_town-T1,1,johar_town-T1 - Street 1,2,zone3_johar_town-T1_S1_N2,-2576,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,3,zone3_johar_town-T1_S1_N3,-2554,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,2,zone3_johar_town-T1_S1_N2,-2576,-430,Street Edge,No Zone,None,None,0,5355,Free_N5355,-2576,-410,20
zone3,johar_town-T1,1,johar_town-T1 - Street 1,3,zone3_johar_town-T1_S1_N3,-2554,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,2,zone3_johar_town-T1_S1_N2,-2576,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,3,zone3_johar_town-T1_S1_N3,-2554,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,4,zone3_johar_town-T1_S1_N4,-2532,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,3,zone3_johar_town-T1_S1_N3,-2554,-430,Street Edge,No Zone,None,None,0,5356,Free_N5356,-2554,-410,20
zone3,johar_town-T1,1,johar_town-T1 - Street 1,4,zone3_johar_town-T1_S1_N4,-2532,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,3,zone3_johar_town-T1_S1_N3,-2554,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,4,zone3_johar_town-T1_S1_N4,-2532,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,5,zone3_johar_town-T1_S1_N5,-2510,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,4,zone3_johar_town-T1_S1_N4,-2532,-430,Street Edge,No Zone,None,None,0,5357,Free_N5357,-2532,-410,20
zone3,johar_town-T1,1,johar_town-T1 - Street 1,5,zone3_johar_town-T1_S1_N5,-2510,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,4,zone3_johar_town-T1_S1_N4,-2532,-430,22
zone3,johar_town-T1,1,johar_town-T1 - Street 1,5,zone3_johar_town-T1_S1_N5,-2510,-430,Street Edge,zone3,johar_town-T1,johar_town-T1 - Street 1,1,6,zone3_johar_town-T1_S1_N6,-2487,-430,23
zone3,johar_town-T1,1,johar_town-T1 - Street 1,5,zone3_johar_town-T1_S1_N5,-2510,-430,Street Edge,No Zone,None,None,0,5358,Free_N5358,-2510,-410,20
